SimulationTime,runNumber,CarID,count,rate
5300,9,3,0,0
5400,9,3,0,0
5500,9,3,0,0
5600,9,3,0,0
5700,9,3,0,0
5800,9,3,0,0
5900,9,3,0,0
6000,9,3,0,0
6100,9,3,0,0
6200,9,3,1,0.01
6300,9,3,0,0
6400,9,3,0,0
6500,9,3,0,0
6600,9,3,0,0
6700,9,3,0,0
6800,9,3,0,0
6900,9,3,1,0.01
7000,9,3,0,0
7100,9,3,0,0
7200,9,3,0,0
7300,9,3,0,0
7400,9,3,0,0
7500,9,3,0,0
7600,9,3,0,0
7700,9,3,0,0
7800,9,3,0,0
7900,9,3,0,0
8000,9,3,0,0
8100,9,3,0,0
8200,9,3,0,0
8300,9,3,0,0
8400,9,3,0,0
8500,9,3,0,0
8600,9,3,0,0
8700,9,3,0,0
8800,9,3,0,0
8900,9,3,0,0
9000,9,3,0,0
9100,9,3,0,0
9200,9,3,0,0
9300,9,3,0,0
9400,9,3,0,0
9500,9,3,0,0
9600,9,3,0,0
9700,9,3,0,0
9800,9,3,0,0
9900,9,3,0,0
10000,9,3,0,0
10100,9,3,0,0
10200,9,3,0,0
10300,9,3,0,0
10400,9,3,0,0
10500,9,3,0,0
10600,9,3,0,0
10700,9,3,0,0
10800,9,3,0,0
10900,9,3,0,0
11000,9,3,0,0
11100,9,3,0,0
11200,9,3,0,0
11300,9,3,0,0
11400,9,3,0,0
11500,9,3,0,0
11600,9,3,0,0
11700,9,3,0,0
11800,9,3,0,0
11900,9,3,0,0
12000,9,3,0,0
100,9,4,0,0
200,9,4,0,0
300,9,4,0,0
400,9,4,0,0
500,9,4,0,0
600,9,4,0,0
700,9,4,0,0
800,9,4,0,0
900,9,4,0,0
1000,9,4,0,0
1100,9,4,0,0
1200,9,4,0,0
1300,9,4,0,0
1400,9,4,0,0
1500,9,4,0,0
1600,9,4,0,0
1700,9,4,0,0
1800,9,4,0,0
1900,9,4,0,0
2000,9,4,0,0
2100,9,4,0,0
2200,9,4,0,0
2300,9,4,0,0
2400,9,4,1,0.01
2500,9,4,0,0
2600,9,4,0,0
2700,9,4,0,0
2800,9,4,0,0
2900,9,4,0,0
3000,9,4,0,0
3100,9,4,0,0
3200,9,4,0,0
3300,9,4,0,0
3400,9,4,0,0
3500,9,4,0,0
3600,9,4,0,0
3700,9,4,0,0
3800,9,4,0,0
3900,9,4,0,0
4000,9,4,0,0
4100,9,4,0,0
4200,9,4,0,0
4300,9,4,0,0
4400,9,4,0,0
4500,9,4,0,0
4600,9,4,0,0
4700,9,4,0,0
4800,9,4,0,0
4900,9,4,0,0
5000,9,4,0,0
5100,9,4,0,0
5200,9,4,0,0
5300,9,4,0,0
5400,9,4,0,0
5500,9,4,0,0
5600,9,4,0,0
5700,9,4,0,0
5800,9,4,0,0
5900,9,4,0,0
6000,9,4,0,0
6100,9,4,0,0
6200,9,4,0,0
6300,9,4,0,0
6400,9,4,0,0
6500,9,4,0,0
6600,9,4,0,0
6700,9,4,0,0
6800,9,4,0,0
6900,9,4,0,0
7000,9,4,0,0
7100,9,4,0,0
7200,9,4,0,0
7300,9,4,0,0
7400,9,4,0,0
7500,9,4,0,0
7600,9,4,0,0
7700,9,4,0,0
7800,9,4,0,0
7900,9,4,0,0
8000,9,4,0,0
8100,9,4,0,0
8200,9,4,0,0
8300,9,4,0,0
8400,9,4,0,0
8500,9,4,0,0
8600,9,4,0,0
8700,9,4,0,0
8800,9,4,0,0
8900,9,4,0,0
9000,9,4,0,0
9100,9,4,0,0
9200,9,4,0,0
9300,9,4,0,0
9400,9,4,0,0
9500,9,4,0,0
9600,9,4,0,0
9700,9,4,0,0
9800,9,4,0,0
9900,9,4,0,0
10000,9,4,0,0
10100,9,4,0,0
10200,9,4,0,0
10300,9,4,0,0
10400,9,4,0,0
10500,9,4,0,0
10600,9,4,0,0
10700,9,4,0,0
10800,9,4,0,0
10900,9,4,0,0
11000,9,4,0,0
11100,9,4,0,0
11200,9,4,0,0
11300,9,4,0,0
11400,9,4,0,0
11500,9,4,0,0
11600,9,4,0,0
11700,9,4,0,0
11800,9,4,0,0
11900,9,4,0,0
12000,9,4,0,0
100,9,5,0,0
200,9,5,0,0
300,9,5,0,0
400,9,5,0,0
500,9,5,0,0
600,9,5,0,0
700,9,5,0,0
800,9,5,0,0
900,9,5,0,0
1000,9,5,0,0
1100,9,5,0,0
1200,9,5,0,0
1300,9,5,0,0
1400,9,5,0,0
1500,9,5,0,0
1600,9,5,0,0
1700,9,5,0,0
1800,9,5,0,0
1900,9,5,0,0
2000,9,5,0,0
2100,9,5,0,0
2200,9,5,0,0
2300,9,5,0,0
2400,9,5,0,0
2500,9,5,0,0
2600,9,5,0,0
2700,9,5,0,0
2800,9,5,0,0
2900,9,5,0,0
3000,9,5,0,0
3100,9,5,0,0
3200,9,5,0,0
3300,9,5,0,0
3400,9,5,0,0
3500,9,5,0,0
3600,9,5,0,0
3700,9,5,0,0
3800,9,5,0,0
3900,9,5,0,0
4000,9,5,0,0
4100,9,5,0,0
4200,9,5,0,0
4300,9,5,0,0
4400,9,5,0,0
4500,9,5,0,0
4600,9,5,0,0
4700,9,5,0,0
4800,9,5,0,0
4900,9,5,0,0
5000,9,5,0,0
5100,9,5,0,0
5200,9,5,0,0
5300,9,5,0,0
5400,9,5,0,0
5500,9,5,0,0
5600,9,5,0,0
5700,9,5,0,0
5800,9,5,0,0
5900,9,5,0,0
6000,9,5,0,0
6100,9,5,0,0
6200,9,5,0,0
6300,9,5,0,0
6400,9,5,0,0
6500,9,5,0,0
6600,9,5,0,0
6700,9,5,0,0
6800,9,5,0,0
6900,9,5,0,0
7000,9,5,0,0
7100,9,5,0,0
7200,9,5,0,0
7300,9,5,0,0
7400,9,5,0,0
7500,9,5,0,0
7600,9,5,0,0
7700,9,5,0,0
7800,9,5,0,0
7900,9,5,0,0
8000,9,5,0,0
8100,9,5,0,0
8200,9,5,0,0
8300,9,5,0,0
8400,9,5,0,0
8500,9,5,0,0
8600,9,5,0,0
8700,9,5,0,0
8800,9,5,0,0
8900,9,5,0,0
9000,9,5,0,0
9100,9,5,0,0
9200,9,5,0,0
9300,9,5,0,0
9400,9,5,0,0
9500,9,5,0,0
9600,9,5,0,0
9700,9,5,0,0
9800,9,5,0,0
9900,9,5,0,0
10000,9,5,0,0
10100,9,5,0,0
10200,9,5,0,0
10300,9,5,0,0
10400,9,5,0,0
10500,9,5,0,0
10600,9,5,0,0
10700,9,5,0,0
10800,9,5,0,0
10900,9,5,0,0
11000,9,5,0,0
11100,9,5,0,0
11200,9,5,0,0
11300,9,5,0,0
11400,9,5,0,0
11500,9,5,0,0
11600,9,5,0,0
11700,9,5,0,0
11800,9,5,0,0
11900,9,5,0,0
12000,9,5,0,0
100,9,6,0,0
200,9,6,0,0
300,9,6,0,0
400,9,6,0,0
500,9,6,0,0
600,9,6,0,0
700,9,6,0,0
800,9,6,0,0
900,9,6,0,0
1000,9,6,0,0
1100,9,6,0,0
1200,9,6,0,0
1300,9,6,0,0
1400,9,6,0,0
1500,9,6,0,0
1600,9,6,0,0
1700,9,6,0,0
1800,9,6,0,0
1900,9,6,0,0
2000,9,6,0,0
2100,9,6,0,0
2200,9,6,0,0
2300,9,6,0,0
2400,9,6,0,0
2500,9,6,0,0
2600,9,6,0,0
2700,9,6,0,0
2800,9,6,0,0
2900,9,6,0,0
3000,9,6,0,0
3100,9,6,0,0
3200,9,6,0,0
3300,9,6,0,0
3400,9,6,0,0
3500,9,6,0,0
3600,9,6,0,0
3700,9,6,0,0
3800,9,6,0,0
3900,9,6,0,0
4000,9,6,0,0
4100,9,6,0,0
4200,9,6,0,0
4300,9,6,0,0
4400,9,6,0,0
4500,9,6,0,0
4600,9,6,0,0
4700,9,6,0,0
4800,9,6,0,0
4900,9,6,0,0
5000,9,6,0,0
5100,9,6,0,0
5200,9,6,0,0
5300,9,6,0,0
5400,9,6,0,0
5500,9,6,0,0
5600,9,6,0,0
5700,9,6,0,0
5800,9,6,0,0
5900,9,6,0,0
6000,9,6,0,0
6100,9,6,0,0
6200,9,6,0,0
6300,9,6,0,0
6400,9,6,0,0
6500,9,6,0,0
6600,9,6,0,0
6700,9,6,0,0
6800,9,6,0,0
6900,9,6,1,0.01
7000,9,6,0,0
7100,9,6,0,0
7200,9,6,0,0
7300,9,6,0,0
7400,9,6,0,0
7500,9,6,0,0
7600,9,6,0,0
7700,9,6,0,0
7800,9,6,0,0
7900,9,6,0,0
8000,9,6,0,0
8100,9,6,0,0
8200,9,6,0,0
8300,9,6,0,0
8400,9,6,0,0
8500,9,6,0,0
8600,9,6,0,0
8700,9,6,0,0
8800,9,6,0,0
8900,9,6,0,0
9000,9,6,0,0
9100,9,6,0,0
9200,9,6,0,0
9300,9,6,1,0.01
9400,9,6,0,0
9500,9,6,0,0
9600,9,6,0,0
9700,9,6,0,0
9800,9,6,0,0
9900,9,6,0,0
10000,9,6,0,0
10100,9,6,0,0
10200,9,6,0,0
10300,9,6,0,0
10400,9,6,0,0
10500,9,6,0,0
10600,9,6,0,0
10700,9,6,0,0
10800,9,6,0,0
10900,9,6,0,0
11000,9,6,0,0
11100,9,6,0,0
11200,9,6,0,0
11300,9,6,0,0
11400,9,6,0,0
11500,9,6,0,0
11600,9,6,0,0
11700,9,6,0,0
11800,9,6,0,0
11900,9,6,0,0
12000,9,6,1,0.01
100,9,7,0,0
200,9,7,0,0
300,9,7,0,0
400,9,7,0,0
500,9,7,0,0
600,9,7,0,0
700,9,7,0,0
800,9,7,0,0
900,9,7,0,0
1000,9,7,0,0
1100,9,7,1,0.01
1200,9,7,0,0
1300,9,7,0,0
1400,9,7,0,0
1500,9,7,0,0
1600,9,7,0,0
1700,9,7,0,0
1800,9,7,0,0
1900,9,7,0,0
2000,9,7,0,0
2100,9,7,0,0
2200,9,7,0,0
2300,9,7,0,0
2400,9,7,0,0
2500,9,7,0,0
2600,9,7,0,0
2700,9,7,0,0
2800,9,7,0,0
2900,9,7,0,0
3000,9,7,0,0
3100,9,7,0,0
3200,9,7,0,0
3300,9,7,0,0
3400,9,7,0,0
3500,9,7,0,0
3600,9,7,0,0
3700,9,7,0,0
3800,9,7,0,0
3900,9,7,0,0
4000,9,7,0,0
4100,9,7,0,0
4200,9,7,0,0
4300,9,7,0,0
4400,9,7,0,0
4500,9,7,0,0
4600,9,7,0,0
4700,9,7,0,0
4800,9,7,0,0
4900,9,7,0,0
5000,9,7,0,0
5100,9,7,0,0
5200,9,7,0,0
5300,9,7,0,0
5400,9,7,0,0
5500,9,7,0,0
5600,9,7,0,0
5700,9,7,0,0
5800,9,7,1,0.01
5900,9,7,0,0
6000,9,7,0,0
6100,9,7,0,0
6200,9,7,0,0
6300,9,7,0,0
6400,9,7,0,0
6500,9,7,0,0
6600,9,7,0,0
6700,9,7,0,0
6800,9,7,0,0
6900,9,7,0,0
7000,9,7,0,0
7100,9,7,0,0
7200,9,7,0,0
7300,9,7,0,0
7400,9,7,0,0
7500,9,7,0,0
7600,9,7,0,0
7700,9,7,0,0
7800,9,7,0,0
7900,9,7,0,0
8000,9,7,0,0
8100,9,7,0,0
8200,9,7,0,0
8300,9,7,0,0
8400,9,7,0,0
8500,9,7,0,0
8600,9,7,0,0
8700,9,7,0,0
8800,9,7,0,0
8900,9,7,0,0
9000,9,7,0,0
9100,9,7,0,0
9200,9,7,0,0
9300,9,7,0,0
9400,9,7,0,0
9500,9,7,0,0
9600,9,7,0,0
9700,9,7,0,0
9800,9,7,0,0
9900,9,7,0,0
10000,9,7,0,0
10100,9,7,0,0
10200,9,7,0,0
10300,9,7,0,0
10400,9,7,0,0
10500,9,7,0,0
10600,9,7,0,0
10700,9,7,0,0
10800,9,7,0,0
10900,9,7,0,0
11000,9,7,0,0
11100,9,7,0,0
11200,9,7,0,0
11300,9,7,0,0
11400,9,7,0,0
11500,9,7,0,0
11600,9,7,0,0
11700,9,7,0,0
11800,9,7,0,0
11900,9,7,0,0
12000,9,7,0,0
100,9,8,0,0
200,9,8,0,0
300,9,8,0,0
400,9,8,0,0
500,9,8,0,0
600,9,8,0,0
700,9,8,0,0
800,9,8,0,0
900,9,8,0,0
1000,9,8,0,0
1100,9,8,0,0
1200,9,8,0,0
1300,9,8,0,0
1400,9,8,0,0
1500,9,8,0,0
1600,9,8,0,0
1700,9,8,0,0
1800,9,8,0,0
1900,9,8,0,0
2000,9,8,0,0
2100,9,8,0,0
2200,9,8,0,0
2300,9,8,0,0
2400,9,8,0,0
2500,9,8,0,0
2600,9,8,0,0
2700,9,8,0,0
2800,9,8,0,0
2900,9,8,0,0
3000,9,8,1,0.01
3100,9,8,0,0
3200,9,8,0,0
3300,9,8,0,0
3400,9,8,0,0
3500,9,8,0,0
3600,9,8,0,0
3700,9,8,0,0
3800,9,8,0,0
3900,9,8,0,0
4000,9,8,0,0
4100,9,8,0,0
4200,9,8,0,0
4300,9,8,0,0
4400,9,8,0,0
4500,9,8,0,0
4600,9,8,0,0
4700,9,8,0,0
4800,9,8,0,0
4900,9,8,0,0
5000,9,8,0,0
5100,9,8,0,0
5200,9,8,0,0
5300,9,8,0,0
5400,9,8,0,0
5500,9,8,0,0
5600,9,8,0,0
5700,9,8,0,0
5800,9,8,0,0
5900,9,8,0,0
6000,9,8,0,0
6100,9,8,0,0
6200,9,8,1,0.01
6300,9,8,0,0
6400,9,8,0,0
6500,9,8,0,0
6600,9,8,0,0
6700,9,8,0,0
6800,9,8,0,0
6900,9,8,0,0
7000,9,8,0,0
7100,9,8,0,0
7200,9,8,0,0
7300,9,8,0,0
7400,9,8,0,0
7500,9,8,0,0
7600,9,8,0,0
7700,9,8,0,0
7800,9,8,0,0
7900,9,8,0,0
8000,9,8,0,0
8100,9,8,0,0
8200,9,8,0,0
8300,9,8,0,0
8400,9,8,0,0
8500,9,8,0,0
8600,9,8,0,0
8700,9,8,0,0
8800,9,8,0,0
8900,9,8,0,0
9000,9,8,0,0
9100,9,8,0,0
9200,9,8,0,0
9300,9,8,1,0.01
9400,9,8,0,0
9500,9,8,0,0
9600,9,8,0,0
9700,9,8,0,0
9800,9,8,0,0
9900,9,8,0,0
10000,9,8,0,0
10100,9,8,0,0
10200,9,8,0,0
10300,9,8,0,0
10400,9,8,0,0
10500,9,8,0,0
10600,9,8,0,0
10700,9,8,0,0
10800,9,8,0,0
10900,9,8,0,0
11000,9,8,0,0
11100,9,8,0,0
11200,9,8,0,0
11300,9,8,0,0
11400,9,8,0,0
11500,9,8,0,0
11600,9,8,0,0
11700,9,8,0,0
11800,9,8,0,0
11900,9,8,0,0
12000,9,8,0,0
100,9,9,0,0
200,9,9,0,0
300,9,9,0,0
400,9,9,0,0
500,9,9,0,0
600,9,9,0,0
700,9,9,0,0
800,9,9,0,0
900,9,9,0,0
1000,9,9,0,0
1100,9,9,0,0
1200,9,9,0,0
1300,9,9,0,0
1400,9,9,0,0
1500,9,9,0,0
1600,9,9,0,0
1700,9,9,0,0
1800,9,9,0,0
1900,9,9,0,0
2000,9,9,0,0
2100,9,9,0,0
2200,9,9,0,0
2300,9,9,0,0
2400,9,9,1,0.01
2500,9,9,0,0
2600,9,9,0,0
2700,9,9,0,0
2800,9,9,1,0.01
2900,9,9,0,0
3000,9,9,0,0
3100,9,9,0,0
3200,9,9,0,0
3300,9,9,0,0
3400,9,9,0,0
3500,9,9,0,0
3600,9,9,0,0
3700,9,9,0,0
3800,9,9,0,0
3900,9,9,0,0
4000,9,9,0,0
4100,9,9,0,0
4200,9,9,0,0
4300,9,9,0,0
4400,9,9,0,0
4500,9,9,0,0
4600,9,9,0,0
4700,9,9,0,0
4800,9,9,0,0
4900,9,9,0,0
5000,9,9,0,0
5100,9,9,0,0
5200,9,9,0,0
5300,9,9,0,0
5400,9,9,0,0
5500,9,9,0,0
5600,9,9,0,0
5700,9,9,0,0
5800,9,9,1,0.01
5900,9,9,0,0
6000,9,9,0,0
6100,9,9,0,0
6200,9,9,0,0
6300,9,9,0,0
6400,9,9,0,0
6500,9,9,0,0
6600,9,9,0,0
6700,9,9,1,0.01
6800,9,9,0,0
6900,9,9,0,0
7000,9,9,0,0
7100,9,9,0,0
7200,9,9,0,0
7300,9,9,0,0
7400,9,9,0,0
7500,9,9,0,0
7600,9,9,0,0
7700,9,9,0,0
7800,9,9,0,0
7900,9,9,0,0
8000,9,9,1,0.01
8100,9,9,0,0
8200,9,9,0,0
8300,9,9,0,0
8400,9,9,0,0
8500,9,9,0,0
8600,9,9,0,0
8700,9,9,0,0
8800,9,9,0,0
8900,9,9,0,0
9000,9,9,0,0
9100,9,9,0,0
9200,9,9,0,0
9300,9,9,0,0
9400,9,9,0,0
9500,9,9,0,0
9600,9,9,0,0
9700,9,9,0,0
9800,9,9,0,0
9900,9,9,0,0
10000,9,9,0,0
10100,9,9,0,0
10200,9,9,0,0
10300,9,9,0,0
10400,9,9,0,0
10500,9,9,0,0
10600,9,9,0,0
10700,9,9,0,0
10800,9,9,0,0
10900,9,9,0,0
11000,9,9,0,0
11100,9,9,0,0
11200,9,9,0,0
11300,9,9,0,0
11400,9,9,0,0
11500,9,9,0,0
11600,9,9,0,0
11700,9,9,0,0
11800,9,9,0,0
11900,9,9,0,0
12000,9,9,0,0
